PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,Scenario
5.754066520107835,-5.9972206404908155,-5.654404044631862,-1.4767296265079268,4.082979934728929,2.1652534772884193,-0.5724398448725202,0.28241255604653864,-0.19031705943608637,0.15257256476781908,-0.08088055096832007,0.10030347992719406,0.38433136420976566,1.04848876880323,-0.7780697713571224,0.5162852830226888,1.3912320242362217,-0.12252384008408483,0.1890528081971583,-1.1627190891098313,1.8626068429522389,0.09147226945514866,-0.4397002661509899,0.31624002064320106,-0.04329569538306158,0.19078694942407068,0.15449057841165523,0.0008112741465164596,-0.2120233271860814,-0.29524676455159915,1
5.776678355272339,-8.297546160028995,-2.3322997851578653,-2.45059109454772,-1.5208270625448743,-0.19954843912452358,-0.010905191016524067,0.21682173944284094,0.004779640245871845,-0.27712148405766107,0.3470826518193349,-0.6643324165463583,0.3347219214293894,0.21501119360008353,-0.3678059186353296,0.26237448857100604,-0.12204732266951492,0.28497026540469117,0.17379594767629952,-0.17854636761341006,-0.5575676029151289,-0.20120509590495894,-0.1639136394466862,-0.29920064996775386,-0.05969728395225689,0.1518071140044858,-0.02190625871955837,0.1133538419381437,-0.29256613907675244,-0.26377771329005256,1
7.745977537497328,-7.685285635231276,-1.5859737683666533,-0.8581360871015392,-0.6255697454684956,-0.1659219354036284,0.04747740700871696,-0.1047474952960482,0.007922386392532295,-0.13776950587047226,0.12611809899164078,0.17360280543329598,-0.11505906424437687,-0.11866421131503932,0.0216915532108402,-0.021022244120198222,-0.3542035591727953,0.05524109286850479,0.0713327377980779,0.17297138584162325,-0.5888694639861075,-0.20409902668772165,-0.17911614061443204,-0.16167866624182017,-0.07052265780174596,0.4957013925258488,-0.09236961276356209,-0.011914603484151421,0.09382439467056601,-0.10874263785425103,1
9.705762242540098,-6.49123261499176,-1.6837850560849505,0.6625712571101339,0.6828603297326444,0.3938432584790345,0.22001818995800804,-0.4527239112541252,-0.662074837177696,-0.17025904707452755,0.223234298534636,0.5520214228643627,-0.6188873934973745,0.015943247788903,-0.14143146954107644,-0.4385209047481509,-0.4121531442079572,-0.011815062548121896,0.6419342059648737,0.027987394007512826,-0.7102199413258709,-0.1613509733693516,-0.18356923077514944,-0.2551184260471033,-0.002005703124578889,0.345499014227018,-0.16385522149132217,-0.05343379215161356,0.001551382830393525,-0.4019141303918441,1
9.148456793675718,-6.248097047084541,-2.1611122832526166,0.5669896641731256,1.7488577250065902,0.45724508892349014,-0.11643494011162264,-0.00864073961905926,-0.17797933126404047,0.1296550681166772,-0.12267003647411664,0.545139345000896,-0.15488241790607757,-0.1096123093313579,0.24485939637611942,0.1182256575500837,-0.08946365784710134,-0.4518983782820931,0.20972729511179,-0.13410366227462395,0.24703392622108414,-0.09151984977249278,-0.14673361068768326,0.061204002575262824,0.015401703709040569,0.6749436912547129,-0.14169769512849353,-0.01962206561617349,1.1082867628653679,0.2108065571994593,1
9.053074111252698,-6.102208657214725,-2.1167703515949547,0.45009906961914203,2.360795721078195,0.6999082892465551,-0.20041201508198145,0.04842356611841778,-0.4835191081852648,0.36821623378275775,-0.42831200440593786,0.6433239619577586,-0.45917502567011537,-0.20707926266028814,0.46144455347748525,0.020275212036701327,0.21139855226942894,-0.4513757938281176,-0.05999691616573244,-0.3288202096773026,0.5825130188157738,-0.09921784075939846,-0.16787513505766602,0.515017069708212,-0.25841852226866097,0.38100432461995,-0.5255398355587049,-0.0021447046572856047,1.3904025838522311,-0.39818464072346554,1
9.141734261841293,-6.372144727627071,-1.8834062065021802,0.49341896259745616,1.048265770564286,0.5803147699222768,0.1219250962454062,-0.442604112754387,-0.49682562651831685,-0.10565774322175844,0.2016421781005697,0.3068019007225432,-0.35204712436133107,0.057712823399308485,-0.13252241246446958,-0.214552605133525,-0.25333600658512123,0.09341856922910406,0.3868985512944788,-0.09872470653889209,-0.38882031917900856,-0.07142760009052003,-0.13049005926161772,-0.35366430059200854,-0.017499649384095657,0.17689031027109825,-0.008209949510968933,-0.026642415513794846,-0.3057382421683379,-0.16197078099423276,1
9.79539655684632,-6.411952797670618,-1.314521159291285,0.9771399532465306,1.0109189442135902,0.3026777270554564,0.1343793671692869,-0.510557927890727,-0.41545764088926557,0.01619235291976786,-0.01572780158610378,0.5566712912592388,-0.4038469488662456,-0.26816104153540576,0.29971085516478563,-0.5300083707561677,-0.402950973172387,-0.23989522724266013,0.2836334921613711,-0.2527191404276246,-0.4183324133508994,-0.12185033439523743,-0.13737018885216112,-0.14492688283169652,-0.15356732613669694,0.4915145702386054,-0.16023051561930582,-0.22725011985613305,0.46423976220940516,-0.4630966547422195,1
8.971735622141404,-6.363404416054738,-2.1167726825069106,0.6656721670436555,1.766438000412786,0.45856715406378856,-0.010729010933089204,-0.13780144750846435,-0.6319664253323211,0.12417311670516795,-0.14025500377600675,0.8755983358778318,-0.6683597242775788,-0.22302592227585868,0.25416928474806966,-0.29158551459523613,-0.002003802538012364,-0.5021293137833994,0.17110242094172565,-0.11607483301161567,0.07983005275738574,-0.11777244414165638,-0.21620508293290938,0.2806875270772012,-0.13228235307831532,0.6253289445803346,-0.21118633059396963,-0.17525848551366363,1.1304122985608638,-0.4999104475963635,1
8.648346789568176,-5.56855195729473,-2.5492901239893846,0.5399789215514403,2.918231135194214,0.8219436088336346,-0.17610786438345033,0.2058502513174041,-0.3876189797665398,0.4939474334325397,-0.35045537912909547,0.44419191102551603,-0.2875346255732734,-0.10316126851492789,0.4996329950402168,0.19278445817030393,0.27136551362155437,-0.5269404046372831,-0.20656582694248854,-0.4806140595849356,0.847195158540437,0.11752090518714532,-0.2002140976189844,0.43392705742811805,-0.08655954634099598,0.4969395998745814,-0.36245004348902077,0.01883680936150056,1.439771990747855,0.21391078136549616,1
